Country,Year,Month,Sector,Value
Italy,2020.0,8.0,Power,0.303
Italy,2020.0,8.0,Residential,0.086
Japan,2020.0,8.0,Domestic Aviation,0.014
Japan,2020.0,8.0,Ground Transport,0.488
Japan,2020.0,8.0,Industry,0.822
Japan,2020.0,8.0,International Aviation,0.015
Japan,2020.0,8.0,Power,1.723
Japan,2020.0,8.0,Residential,0.117
ROW,2020.0,8.0,Domestic Aviation,0.107
ROW,2020.0,8.0,Ground Transport,5.829
ROW,2020.0,8.0,Industry,10.181
ROW,2020.0,8.0,International Aviation,0.224
ROW,2020.0,8.0,Power,10.077
ROW,2020.0,8.0,Residential,1.42
Russia,2020.0,8.0,Domestic Aviation,0.051
Russia,2020.0,8.0,Ground Transport,0.687
Russia,2020.0,8.0,Industry,0.814
Russia,2020.0,8.0,International Aviation,0.013
Russia,2020.0,8.0,Power,2.393
Russia,2020.0,8.0,Residential,0.202
Spain,2020.0,8.0,Domestic Aviation,0.01
Spain,2020.0,8.0,Ground Transport,0.25
Spain,2020.0,8.0,Industry,0.174
Spain,2020.0,8.0,International Aviation,0.019
Spain,2020.0,8.0,Power,0.14
Spain,2020.0,8.0,Residential,0.064
United Kingdom,2020.0,8.0,Domestic Aviation,0.003
United Kingdom,2020.0,8.0,Ground Transport,0.323
United Kingdom,2020.0,8.0,Industry,0.202
United Kingdom,2020.0,8.0,International Aviation,0.04
United Kingdom,2020.0,8.0,Power,0.193
United Kingdom,2020.0,8.0,Residential,0.116
United States,2020.0,8.0,Domestic Aviation,0.277
United States,2020.0,8.0,Ground Transport,4.376
United States,2020.0,8.0,Industry,2.574
United States,2020.0,8.0,International Aviation,0.094
United States,2020.0,8.0,Power,4.456
United States,2020.0,8.0,Residential,0.738
WORLD,2020.0,8.0,Domestic Aviation,0.674
WORLD,2020.0,8.0,Ground Transport,17.796
WORLD,2020.0,8.0,Industry,32.832
WORLD,2020.0,8.0,International Aviation,0.591
WORLD,2020.0,8.0,Power,37.845
WORLD,2020.0,8.0,Residential,5.028
Brazil,2020.0,9.0,Domestic Aviation,0.016
Brazil,2020.0,9.0,Ground Transport,0.464
Brazil,2020.0,9.0,Industry,0.336
Brazil,2020.0,9.0,International Aviation,0.005
Brazil,2020.0,9.0,Power,0.106
Brazil,2020.0,9.0,Residential,0.102
China,2020.0,9.0,Domestic Aviation,0.184
China,2020.0,9.0,Ground Transport,2.529
China,2020.0,9.0,Industry,13.953
China,2020.0,9.0,International Aviation,0.029
China,2020.0,9.0,Power,12.948
China,2020.0,9.0,Residential,1.411
France,2020.0,9.0,Domestic Aviation,0.006
France,2020.0,9.0,Ground Transport,0.35
France,2020.0,9.0,Industry,0.199
France,2020.0,9.0,International Aviation,0.022
France,2020.0,9.0,Power,0.084
France,2020.0,9.0,Residential,0.091
Germany,2020.0,9.0,Domestic Aviation,0.004
Germany,2020.0,9.0,Ground Transport,0.452
Germany,2020.0,9.0,Industry,0.341
Germany,2020.0,9.0,International Aviation,0.035
Germany,2020.0,9.0,Power,0.653
Germany,2020.0,9.0,Residential,0.094
India,2020.0,9.0,Domestic Aviation,0.01
India,2020.0,9.0,Ground Transport,0.829
India,2020.0,9.0,Industry,2.191
India,2020.0,9.0,International Aviation,0.013
India,2020.0,9.0,Power,3.55
India,2020.0,9.0,Residential,0.275
Italy,2020.0,9.0,Domestic Aviation,0.004
Italy,2020.0,9.0,Ground Transport,0.268
Italy,2020.0,9.0,Industry,0.168
Italy,2020.0,9.0,International Aviation,0.014
Italy,2020.0,9.0,Power,0.307
Italy,2020.0,9.0,Residential,0.084
Japan,2020.0,9.0,Domestic Aviation,0.014
Japan,2020.0,9.0,Ground Transport,0.486
Japan,2020.0,9.0,Industry,0.82
Japan,2020.0,9.0,International Aviation,0.019
Japan,2020.0,9.0,Power,1.718
Japan,2020.0,9.0,Residential,0.117
ROW,2020.0,9.0,Domestic Aviation,0.108
ROW,2020.0,9.0,Ground Transport,5.87
ROW,2020.0,9.0,Industry,10.144
ROW,2020.0,9.0,International Aviation,0.238
ROW,2020.0,9.0,Power,9.943
ROW,2020.0,9.0,Residential,1.393
Russia,2020.0,9.0,Domestic Aviation,0.051
Russia,2020.0,9.0,Ground Transport,0.683
Russia,2020.0,9.0,Industry,0.812
Russia,2020.0,9.0,International Aviation,0.013
Russia,2020.0,9.0,Power,2.387
Russia,2020.0,9.0,Residential,0.228
Spain,2020.0,9.0,Domestic Aviation,0.012
Spain,2020.0,9.0,Ground Transport,0.269
Spain,2020.0,9.0,Industry,0.207
Spain,2020.0,9.0,International Aviation,0.02
Spain,2020.0,9.0,Power,0.167
Spain,2020.0,9.0,Residential,0.062
United Kingdom,2020.0,9.0,Domestic Aviation,0.003
United Kingdom,2020.0,9.0,Ground Transport,0.323
United Kingdom,2020.0,9.0,Industry,0.203
United Kingdom,2020.0,9.0,International Aviation,0.041
United Kingdom,2020.0,9.0,Power,0.194
United Kingdom,2020.0,9.0,Residential,0.15
United States,2020.0,9.0,Domestic Aviation,0.297
United States,2020.0,9.0,Ground Transport,4.439
United States,2020.0,9.0,Industry,2.58
United States,2020.0,9.0,International Aviation,0.094
United States,2020.0,9.0,Power,4.561
United States,2020.0,9.0,Residential,0.834
WORLD,2020.0,9.0,Domestic Aviation,0.713
WORLD,2020.0,9.0,Ground Transport,17.95
WORLD,2020.0,9.0,Industry,32.687
WORLD,2020.0,9.0,International Aviation,0.629
WORLD,2020.0,9.0,Power,37.754
WORLD,2020.0,9.0,Residential,5.052
Brazil,2020.0,10.0,Domestic Aviation,0.016
Brazil,2020.0,10.0,Ground Transport,0.467
Brazil,2020.0,10.0,Industry,0.348
Brazil,2020.0,10.0,International Aviation,0.004
Brazil,2020.0,10.0,Power,0.11
Brazil,2020.0,10.0,Residential,0.102
China,2020.0,10.0,Domestic Aviation,0.185
China,2020.0,10.0,Ground Transport,2.546
China,2020.0,10.0,Industry,14.162
China,2020.0,10.0,International Aviation,0.027
China,2020.0,10.0,Power,13.143
China,2020.0,10.0,Residential,1.421
France,2020.0,10.0,Domestic Aviation,0.006
France,2020.0,10.0,Ground Transport,0.354
France,2020.0,10.0,Industry,0.208
France,2020.0,10.0,International Aviation,0.025
France,2020.0,10.0,Power,0.087
France,2020.0,10.0,Residential,0.091
Germany,2020.0,10.0,Domestic Aviation,0.004
Germany,2020.0,10.0,Ground Transport,0.453
Germany,2020.0,10.0,Industry,0.42
Germany,2020.0,10.0,International Aviation,0.035
Germany,2020.0,10.0,Power,0.804
Germany,2020.0,10.0,Residential,0.174
India,2020.0,10.0,Domestic Aviation,0.01
India,2020.0,10.0,Ground Transport,0.816
India,2020.0,10.0,Industry,2.16
India,2020.0,10.0,International Aviation,0.012
India,2020.0,10.0,Power,3.501
India,2020.0,10.0,Residential,0.276
Italy,2020.0,10.0,Domestic Aviation,0.005
Italy,2020.0,10.0,Ground Transport,0.27
Italy,2020.0,10.0,Industry,0.175
Italy,2020.0,10.0,International Aviation,0.015
Italy,2020.0,10.0,Power,0.319
Italy,2020.0,10.0,Residential,0.084
Japan,2020.0,10.0,Domestic Aviation,0.014
Japan,2020.0,10.0,Ground Transport,0.491
Japan,2020.0,10.0,Industry,0.794
Japan,2020.0,10.0,International Aviation,0.018
Japan,2020.0,10.0,Power,1.664
Japan,2020.0,10.0,Residential,0.117
ROW,2020.0,10.0,Domestic Aviation,0.111
ROW,2020.0,10.0,Ground Transport,6.136
ROW,2020.0,10.0,Industry,9.954
ROW,2020.0,10.0,International Aviation,0.255
ROW,2020.0,10.0,Power,9.829
ROW,2020.0,10.0,Residential,1.383
Russia,2020.0,10.0,Domestic Aviation,0.05
Russia,2020.0,10.0,Ground Transport,0.686
Russia,2020.0,10.0,Industry,0.821
Russia,2020.0,10.0,International Aviation,0.014
Russia,2020.0,10.0,Power,2.414
Russia,2020.0,10.0,Residential,0.229
Spain,2020.0,10.0,Domestic Aviation,0.011
Spain,2020.0,10.0,Ground Transport,0.27
Spain,2020.0,10.0,Industry,0.207
Spain,2020.0,10.0,International Aviation,0.021
Spain,2020.0,10.0,Power,0.167
Spain,2020.0,10.0,Residential,0.061
United Kingdom,2020.0,10.0,Domestic Aviation,0.004
United Kingdom,2020.0,10.0,Ground Transport,0.324
United Kingdom,2020.0,10.0,Industry,0.273
United Kingdom,2020.0,10.0,International Aviation,0.043
United Kingdom,2020.0,10.0,Power,0.261
United Kingdom,2020.0,10.0,Residential,0.21
United States,2020.0,10.0,Domestic Aviation,0.33
United States,2020.0,10.0,Ground Transport,4.401
United States,2020.0,10.0,Industry,2.627
United States,2020.0,10.0,International Aviation,0.109
United States,2020.0,10.0,Power,4.809
United States,2020.0,10.0,Residential,0.824
WORLD,2020.0,10.0,Domestic Aviation,0.751
WORLD,2020.0,10.0,Ground Transport,18.206
WORLD,2020.0,10.0,Industry,32.924
WORLD,2020.0,10.0,International Aviation,0.668
WORLD,2020.0,10.0,Power,38.292
WORLD,2020.0,10.0,Residential,5.261
Brazil,2020.0,11.0,Domestic Aviation,0.016
Brazil,2020.0,11.0,Ground Transport,0.473
Brazil,2020.0,11.0,Industry,0.318
Brazil,2020.0,11.0,International Aviation,0.004
Brazil,2020.0,11.0,Power,0.1
Brazil,2020.0,11.0,Residential,0.102
China,2020.0,11.0,Domestic Aviation,0.189
China,2020.0,11.0,Ground Transport,2.577
China,2020.0,11.0,Industry,13.447
China,2020.0,11.0,International Aviation,0.027
China,2020.0,11.0,Power,12.479
China,2020.0,11.0,Residential,1.421
France,2020.0,11.0,Domestic Aviation,0.006
France,2020.0,11.0,Ground Transport,0.353
France,2020.0,11.0,Industry,0.204
France,2020.0,11.0,International Aviation,0.026
France,2020.0,11.0,Power,0.086
France,2020.0,11.0,Residential,0.099
Germany,2020.0,11.0,Domestic Aviation,0.004
Germany,2020.0,11.0,Ground Transport,0.453
Germany,2020.0,11.0,Industry,0.404
Germany,2020.0,11.0,International Aviation,0.038
Germany,2020.0,11.0,Power,0.773
Germany,2020.0,11.0,Residential,0.159
India,2020.0,11.0,Domestic Aviation,0.008
India,2020.0,11.0,Ground Transport,0.82
India,2020.0,11.0,Industry,2.116
India,2020.0,11.0,International Aviation,0.015
India,2020.0,11.0,Power,3.43
India,2020.0,11.0,Residential,0.277
Italy,2020.0,11.0,Domestic Aviation,0.004
Italy,2020.0,11.0,Ground Transport,0.273
Italy,2020.0,11.0,Industry,0.164
Italy,2020.0,11.0,International Aviation,0.017
Italy,2020.0,11.0,Power,0.3
Italy,2020.0,11.0,Residential,0.084
Japan,2020.0,11.0,Domestic Aviation,0.015
Japan,2020.0,11.0,Ground Transport,0.494
Japan,2020.0,11.0,Industry,0.796
Japan,2020.0,11.0,International Aviation,0.017
Japan,2020.0,11.0,Power,1.667
Japan,2020.0,11.0,Residential,0.118
ROW,2020.0,11.0,Domestic Aviation,0.114
ROW,2020.0,11.0,Ground Transport,5.741
ROW,2020.0,11.0,Industry,9.807
ROW,2020.0,11.0,International Aviation,0.262
ROW,2020.0,11.0,Power,9.651
ROW,2020.0,11.0,Residential,1.41
Russia,2020.0,11.0,Domestic Aviation,0.054
Russia,2020.0,11.0,Ground Transport,0.686
Russia,2020.0,11.0,Industry,0.826
Russia,2020.0,11.0,International Aviation,0.014
Russia,2020.0,11.0,Power,2.43
Russia,2020.0,11.0,Residential,0.248
Spain,2020.0,11.0,Domestic Aviation,0.013
Spain,2020.0,11.0,Ground Transport,0.266
Spain,2020.0,11.0,Industry,0.207
Spain,2020.0,11.0,International Aviation,0.022
Spain,2020.0,11.0,Power,0.167
Spain,2020.0,11.0,Residential,0.061
United Kingdom,2020.0,11.0,Domestic Aviation,0.004
United Kingdom,2020.0,11.0,Ground Transport,0.329
United Kingdom,2020.0,11.0,Industry,0.184
United Kingdom,2020.0,11.0,International Aviation,0.048
United Kingdom,2020.0,11.0,Power,0.176
United Kingdom,2020.0,11.0,Residential,0.192
United States,2020.0,11.0,Domestic Aviation,0.332
United States,2020.0,11.0,Ground Transport,4.708
United States,2020.0,11.0,Industry,2.67
United States,2020.0,11.0,International Aviation,0.102
United States,2020.0,11.0,Power,4.767
United States,2020.0,11.0,Residential,0.761
WORLD,2020.0,11.0,Domestic Aviation,0.765
WORLD,2020.0,11.0,Ground Transport,18.165
WORLD,2020.0,11.0,Industry,31.93
WORLD,2020.0,11.0,International Aviation,0.691
WORLD,2020.0,11.0,Power,37.2
WORLD,2020.0,11.0,Residential,5.242
Brazil,2020.0,12.0,Domestic Aviation,0.012
Brazil,2020.0,12.0,Ground Transport,0.397
Brazil,2020.0,12.0,Industry,0.342
Brazil,2020.0,12.0,International Aviation,0.004
Brazil,2020.0,12.0,Power,0.108
Brazil,2020.0,12.0,Residential,0.102
China,2020.0,12.0,Domestic Aviation,0.188
China,2020.0,12.0,Ground Transport,2.39
China,2020.0,12.0,Industry,13.238
China,2020.0,12.0,International Aviation,0.026
China,2020.0,12.0,Power,12.285
China,2020.0,12.0,Residential,1.42
France,2020.0,12.0,Domestic Aviation,0.005
France,2020.0,12.0,Ground Transport,0.317
France,2020.0,12.0,Industry,0.174
France,2020.0,12.0,International Aviation,0.026
France,2020.0,12.0,Power,0.073
France,2020.0,12.0,Residential,0.109
Germany,2020.0,12.0,Domestic Aviation,0.003
Germany,2020.0,12.0,Ground Transport,0.423
Germany,2020.0,12.0,Industry,0.23
Germany,2020.0,12.0,International Aviation,0.041
Germany,2020.0,12.0,Power,0.44
Germany,2020.0,12.0,Residential,0.128
India,2020.0,12.0,Domestic Aviation,0.008
India,2020.0,12.0,Ground Transport,0.794
India,2020.0,12.0,Industry,2.043
India,2020.0,12.0,International Aviation,0.013
India,2020.0,12.0,Power,3.311
India,2020.0,12.0,Residential,0.275
Italy,2020.0,12.0,Domestic Aviation,0.004
Italy,2020.0,12.0,Ground Transport,0.238
Italy,2020.0,12.0,Industry,0.129
Italy,2020.0,12.0,International Aviation,0.016
Italy,2020.0,12.0,Power,0.236
Italy,2020.0,12.0,Residential,0.083
Japan,2020.0,12.0,Domestic Aviation,0.015
Japan,2020.0,12.0,Ground Transport,0.458
Japan,2020.0,12.0,Industry,0.669
Japan,2020.0,12.0,International Aviation,0.018
Japan,2020.0,12.0,Power,1.403
Japan,2020.0,12.0,Residential,0.121
ROW,2020.0,12.0,Domestic Aviation,0.094
ROW,2020.0,12.0,Ground Transport,5.163
ROW,2020.0,12.0,Industry,9.355
ROW,2020.0,12.0,International Aviation,0.26
ROW,2020.0,12.0,Power,9.216
ROW,2020.0,12.0,Residential,1.444
Russia,2020.0,12.0,Domestic Aviation,0.053
Russia,2020.0,12.0,Ground Transport,0.588
Russia,2020.0,12.0,Industry,0.802
Russia,2020.0,12.0,International Aviation,0.015
Russia,2020.0,12.0,Power,2.358
Russia,2020.0,12.0,Residential,0.256
Spain,2020.0,12.0,Domestic Aviation,0.012
Spain,2020.0,12.0,Ground Transport,0.191
Spain,2020.0,12.0,Industry,0.143
Spain,2020.0,12.0,International Aviation,0.025
Spain,2020.0,12.0,Power,0.116
Spain,2020.0,12.0,Residential,0.061
United Kingdom,2020.0,12.0,Domestic Aviation,0.003
United Kingdom,2020.0,12.0,Ground Transport,0.3
United Kingdom,2020.0,12.0,Industry,0.083
United Kingdom,2020.0,12.0,International Aviation,0.05
United Kingdom,2020.0,12.0,Power,0.08
United Kingdom,2020.0,12.0,Residential,0.167
United States,2020.0,12.0,Domestic Aviation,0.286
United States,2020.0,12.0,Ground Transport,4.184
United States,2020.0,12.0,Industry,2.594
United States,2020.0,12.0,International Aviation,0.104
United States,2020.0,12.0,Power,4.314
United States,2020.0,12.0,Residential,0.699
WORLD,2020.0,12.0,Domestic Aviation,0.685
WORLD,2020.0,12.0,Ground Transport,16.283
WORLD,2020.0,12.0,Industry,30.406
WORLD,2020.0,12.0,International Aviation,0.704
WORLD,2020.0,12.0,Power,34.864
WORLD,2020.0,12.0,Residential,5.112
Brazil,2020.0,1.0,Domestic Aviation,0.018
Brazil,2020.0,1.0,Ground Transport,0.469
Brazil,2020.0,1.0,Industry,0.262
Brazil,2020.0,1.0,International Aviation,0.005
Brazil,2020.0,1.0,Power,0.191
Brazil,2020.0,1.0,Residential,0.098
China,2020.0,1.0,Domestic Aviation,0.196
China,2020.0,1.0,Ground Transport,2.139
China,2020.0,1.0,Industry,11.75
China,2020.0,1.0,International Aviation,0.028
China,2020.0,1.0,Power,10.202
China,2020.0,1.0,Residential,1.553
France,2020.0,1.0,Domestic Aviation,0.004
France,2020.0,1.0,Ground Transport,0.358
France,2020.0,1.0,Industry,0.237
France,2020.0,1.0,International Aviation,0.024
France,2020.0,1.0,Power,0.083
France,2020.0,1.0,Residential,0.179
Germany,2020.0,1.0,Domestic Aviation,0.004
Germany,2020.0,1.0,Ground Transport,0.458
Germany,2020.0,1.0,Industry,0.382
Germany,2020.0,1.0,International Aviation,0.034
Germany,2020.0,1.0,Power,0.736
Germany,2020.0,1.0,Residential,0.278
India,2020.0,1.0,Domestic Aviation,0.011
India,2020.0,1.0,Ground Transport,0.826
India,2020.0,1.0,Industry,1.975
India,2020.0,1.0,International Aviation,0.011
India,2020.0,1.0,Power,3.209
India,2020.0,1.0,Residential,0.286
Italy,2020.0,1.0,Domestic Aviation,0.004
Italy,2020.0,1.0,Ground Transport,0.277
Italy,2020.0,1.0,Industry,0.201
Italy,2020.0,1.0,International Aviation,0.013
Italy,2020.0,1.0,Power,0.284
Italy,2020.0,1.0,Residential,0.123
Japan,2020.0,1.0,Domestic Aviation,0.016
Japan,2020.0,1.0,Ground Transport,0.479
Japan,2020.0,1.0,Industry,0.705
Japan,2020.0,1.0,International Aviation,0.02
Japan,2020.0,1.0,Power,1.358
Japan,2020.0,1.0,Residential,0.135
ROW,2020.0,1.0,Domestic Aviation,0.118
ROW,2020.0,1.0,Ground Transport,6.07
ROW,2020.0,1.0,Industry,9.924
ROW,2020.0,1.0,International Aviation,0.264
ROW,2020.0,1.0,Power,9.518
ROW,2020.0,1.0,Residential,1.7
Russia,2020.0,1.0,Domestic Aviation,0.044
Russia,2020.0,1.0,Ground Transport,0.686
Russia,2020.0,1.0,Industry,0.795
Russia,2020.0,1.0,International Aviation,0.013
Russia,2020.0,1.0,Power,2.524
Russia,2020.0,1.0,Residential,0.301
Spain,2020.0,1.0,Domestic Aviation,0.009
Spain,2020.0,1.0,Ground Transport,0.285
Spain,2020.0,1.0,Industry,0.181
Spain,2020.0,1.0,International Aviation,0.016
Spain,2020.0,1.0,Power,0.107
Spain,2020.0,1.0,Residential,0.07
United Kingdom,2020.0,1.0,Domestic Aviation,0.004
United Kingdom,2020.0,1.0,Ground Transport,0.324
United Kingdom,2020.0,1.0,Industry,0.297
United Kingdom,2020.0,1.0,International Aviation,0.038
United Kingdom,2020.0,1.0,Power,0.264
United Kingdom,2020.0,1.0,Residential,0.242
United States,2020.0,1.0,Domestic Aviation,0.338
United States,2020.0,1.0,Ground Transport,4.458
United States,2020.0,1.0,Industry,2.67
United States,2020.0,1.0,International Aviation,0.115
United States,2020.0,1.0,Power,3.557
United States,2020.0,1.0,Residential,0.833
WORLD,2020.0,1.0,Domestic Aviation,0.771
WORLD,2020.0,1.0,Ground Transport,17.83
WORLD,2020.0,1.0,Industry,30.225
WORLD,2020.0,1.0,International Aviation,0.656
WORLD,2020.0,1.0,Power,33.252
WORLD,2020.0,1.0,Residential,6.211
Brazil,2020.0,2.0,Domestic Aviation,0.02
Brazil,2020.0,2.0,Ground Transport,0.477
Brazil,2020.0,2.0,Industry,0.314
Brazil,2020.0,2.0,International Aviation,0.005
Brazil,2020.0,2.0,Power,0.228
Brazil,2020.0,2.0,Residential,0.098
China,2020.0,2.0,Domestic Aviation,0.194
China,2020.0,2.0,Ground Transport,2.039
China,2020.0,2.0,Industry,11.073
China,2020.0,2.0,International Aviation,0.026
China,2020.0,2.0,Power,9.615
China,2020.0,2.0,Residential,1.664
France,2020.0,2.0,Domestic Aviation,0.005
France,2020.0,2.0,Ground Transport,0.361
France,2020.0,2.0,Industry,0.214
France,2020.0,2.0,International Aviation,0.024
France,2020.0,2.0,Power,0.075
France,2020.0,2.0,Residential,0.203
Germany,2020.0,2.0,Domestic Aviation,0.004
Germany,2020.0,2.0,Ground Transport,0.455
Germany,2020.0,2.0,Industry,0.299
Germany,2020.0,2.0,International Aviation,0.036
Germany,2020.0,2.0,Power,0.576
Germany,2020.0,2.0,Residential,0.233
India,2020.0,2.0,Domestic Aviation,0.012
India,2020.0,2.0,Ground Transport,0.657
India,2020.0,2.0,Industry,1.928
India,2020.0,2.0,International Aviation,0.013
India,2020.0,2.0,Power,3.132
India,2020.0,2.0,Residential,0.284
Italy,2020.0,2.0,Domestic Aviation,0.004
Italy,2020.0,2.0,Ground Transport,0.282
Italy,2020.0,2.0,Industry,0.172
Italy,2020.0,2.0,International Aviation,0.016
Italy,2020.0,2.0,Power,0.242
Italy,2020.0,2.0,Residential,0.115
Japan,2020.0,2.0,Domestic Aviation,0.017
Japan,2020.0,2.0,Ground Transport,0.484
Japan,2020.0,2.0,Industry,0.682
Japan,2020.0,2.0,International Aviation,0.017
Japan,2020.0,2.0,Power,1.314
Japan,2020.0,2.0,Residential,0.121
ROW,2020.0,2.0,Domestic Aviation,0.12
ROW,2020.0,2.0,Ground Transport,5.634
ROW,2020.0,2.0,Industry,9.891
ROW,2020.0,2.0,International Aviation,0.273
ROW,2020.0,2.0,Power,9.488
ROW,2020.0,2.0,Residential,1.742
Russia,2020.0,2.0,Domestic Aviation,0.047
Russia,2020.0,2.0,Ground Transport,0.689
Russia,2020.0,2.0,Industry,0.802
Russia,2020.0,2.0,International Aviation,0.012
Russia,2020.0,2.0,Power,2.545
Russia,2020.0,2.0,Residential,0.303
Spain,2020.0,2.0,Domestic Aviation,0.011
Spain,2020.0,2.0,Ground Transport,0.294
Spain,2020.0,2.0,Industry,0.112
Spain,2020.0,2.0,International Aviation,0.018
Spain,2020.0,2.0,Power,0.066
Spain,2020.0,2.0,Residential,0.095
United Kingdom,2020.0,2.0,Domestic Aviation,0.004
United Kingdom,2020.0,2.0,Ground Transport,0.33
United Kingdom,2020.0,2.0,Industry,0.188
United Kingdom,2020.0,2.0,International Aviation,0.044
United Kingdom,2020.0,2.0,Power,0.168
United Kingdom,2020.0,2.0,Residential,0.234
United States,2020.0,2.0,Domestic Aviation,0.343
United States,2020.0,2.0,Ground Transport,4.41
United States,2020.0,2.0,Industry,2.646
United States,2020.0,2.0,International Aviation,0.109
United States,2020.0,2.0,Power,3.542
United States,2020.0,2.0,Residential,1.04
WORLD,2020.0,2.0,Domestic Aviation,0.785
WORLD,2020.0,2.0,Ground Transport,17.106
WORLD,2020.0,2.0,Industry,29.078
WORLD,2020.0,2.0,International Aviation,0.684
WORLD,2020.0,2.0,Power,32.052
WORLD,2020.0,2.0,Residential,6.518
Brazil,2020.0,3.0,Domestic Aviation,0.015
Brazil,2020.0,3.0,Ground Transport,0.411
Brazil,2020.0,3.0,Industry,0.301
Brazil,2020.0,3.0,International Aviation,0.006
Brazil,2020.0,3.0,Power,0.219
Brazil,2020.0,3.0,Residential,0.098
China,2020.0,3.0,Domestic Aviation,0.192
China,2020.0,3.0,Ground Transport,1.968
China,2020.0,3.0,Industry,11.048
China,2020.0,3.0,International Aviation,0.024
China,2020.0,3.0,Power,9.593
China,2020.0,3.0,Residential,1.689
France,2020.0,3.0,Domestic Aviation,0.004
France,2020.0,3.0,Ground Transport,0.329
France,2020.0,3.0,Industry,0.118
France,2020.0,3.0,International Aviation,0.025
France,2020.0,3.0,Power,0.041
France,2020.0,3.0,Residential,0.226
Germany,2020.0,3.0,Domestic Aviation,0.002
Germany,2020.0,3.0,Ground Transport,0.362
Germany,2020.0,3.0,Industry,0.159
Germany,2020.0,3.0,International Aviation,0.04
Germany,2020.0,3.0,Power,0.306
Germany,2020.0,3.0,Residential,0.257
India,2020.0,3.0,Domestic Aviation,0.011
India,2020.0,3.0,Ground Transport,0.814
India,2020.0,3.0,Industry,1.992
India,2020.0,3.0,International Aviation,0.011
India,2020.0,3.0,Power,3.236
India,2020.0,3.0,Residential,0.285
Italy,2020.0,3.0,Domestic Aviation,0.003
Italy,2020.0,3.0,Ground Transport,0.258
Italy,2020.0,3.0,Industry,0.107
Italy,2020.0,3.0,International Aviation,0.014
Italy,2020.0,3.0,Power,0.151
Italy,2020.0,3.0,Residential,0.115
Japan,2020.0,3.0,Domestic Aviation,0.016
Japan,2020.0,3.0,Ground Transport,0.455
Japan,2020.0,3.0,Industry,0.646
Japan,2020.0,3.0,International Aviation,0.019
Japan,2020.0,3.0,Power,1.244
Japan,2020.0,3.0,Residential,0.122
ROW,2020.0,3.0,Domestic Aviation,0.097
ROW,2020.0,3.0,Ground Transport,5.06
ROW,2020.0,3.0,Industry,9.245
ROW,2020.0,3.0,International Aviation,0.273
ROW,2020.0,3.0,Power,8.858
ROW,2020.0,3.0,Residential,1.737
Russia,2020.0,3.0,Domestic Aviation,0.045
Russia,2020.0,3.0,Ground Transport,0.619
Russia,2020.0,3.0,Industry,0.772
Russia,2020.0,3.0,International Aviation,0.013
Russia,2020.0,3.0,Power,2.45
Russia,2020.0,3.0,Residential,0.312
Spain,2020.0,3.0,Domestic Aviation,0.009
Spain,2020.0,3.0,Ground Transport,0.215
Spain,2020.0,3.0,Industry,0.1
Spain,2020.0,3.0,International Aviation,0.023
Spain,2020.0,3.0,Power,0.059
Spain,2020.0,3.0,Residential,0.106
United Kingdom,2020.0,3.0,Domestic Aviation,0.002
United Kingdom,2020.0,3.0,Ground Transport,0.31
United Kingdom,2020.0,3.0,Industry,0.157
United Kingdom,2020.0,3.0,International Aviation,0.047
United Kingdom,2020.0,3.0,Power,0.14
United Kingdom,2020.0,3.0,Residential,0.216
United States,2020.0,3.0,Domestic Aviation,0.294
United States,2020.0,3.0,Ground Transport,4.185
United States,2020.0,3.0,Industry,2.593
United States,2020.0,3.0,International Aviation,0.104
United States,2020.0,3.0,Power,3.23
United States,2020.0,3.0,Residential,1.118
WORLD,2020.0,3.0,Domestic Aviation,0.694
WORLD,2020.0,3.0,Ground Transport,15.835
WORLD,2020.0,3.0,Industry,27.812
WORLD,2020.0,3.0,International Aviation,0.69
WORLD,2020.0,3.0,Power,30.356
WORLD,2020.0,3.0,Residential,6.581
Brazil,2020.0,4.0,Domestic Aviation,0.012
Brazil,2020.0,4.0,Ground Transport,0.218
Brazil,2020.0,4.0,Industry,0.256
Brazil,2020.0,4.0,International Aviation,0.005
Brazil,2020.0,4.0,Power,0.186
Brazil,2020.0,4.0,Residential,0.098
China,2020.0,4.0,Domestic Aviation,0.193
China,2020.0,4.0,Ground Transport,1.909
China,2020.0,4.0,Industry,11.557
China,2020.0,4.0,International Aviation,0.022
China,2020.0,4.0,Power,10.034
China,2020.0,4.0,Residential,1.942
France,2020.0,4.0,Domestic Aviation,0.004
France,2020.0,4.0,Ground Transport,0.236
France,2020.0,4.0,Industry,0.056
France,2020.0,4.0,International Aviation,0.025
France,2020.0,4.0,Power,0.02
France,2020.0,4.0,Residential,0.221
Germany,2020.0,4.0,Domestic Aviation,0.003
Germany,2020.0,4.0,Ground Transport,0.357
Germany,2020.0,4.0,Industry,0.142
Germany,2020.0,4.0,International Aviation,0.036
Germany,2020.0,4.0,Power,0.273
Germany,2020.0,4.0,Residential,0.317
India,2020.0,4.0,Domestic Aviation,0.011
India,2020.0,4.0,Ground Transport,0.728
India,2020.0,4.0,Industry,1.919
India,2020.0,4.0,International Aviation,0.014
India,2020.0,4.0,Power,3.118
India,2020.0,4.0,Residential,0.287
Italy,2020.0,4.0,Domestic Aviation,0.004
Italy,2020.0,4.0,Ground Transport,0.205
Italy,2020.0,4.0,Industry,0.092
Italy,2020.0,4.0,International Aviation,0.016
Italy,2020.0,4.0,Power,0.129
